Review Text,Review,Recommends
Not good !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2.0,
"Coffee,it's just awesome.... excellent....loved it....food taste was also good.....good place for hangout..... thumbs up!!!�����",5.0,
"I like the place the way it is. Warm, friendly and professional staffs will make your day. Cool environment for passing your own time through a cup of coffee. Though its like a home-place for coffee lovers like me, could be a good place for burger lovers also.well-stuffed, juicy. Don't forget to have tiramisu if you got some extra time. #review_3a",5.0,
In rainy day coffee make me feel love.this coffee is one of my favorite coffee in this town.,5.0,
"I didn't find anything special. Their speciality is, COSTLY ! �",3.0,
Excellent coffe... Loved it.. everyone should try this.,5.0,
"Awesome place, the interior was beautiful, service was excellent, food was delicious, and the coffee was simply mind blowing",5.0,
I'm absolutely impressed by the interior of gulshan2 gloria jeans. Always been my fave till date,5.0,
Wonderful coffee available till midnight. To me that makes this place one of the best hangout place.,5.0,
Environment is good food services are also good...,5.0,
"staffs are really very good and very cosy place I must say.. I just love that environment... but last week Friday morning 11am when I was with my friend, I ordered #capacino but their floating was not good and they served me #latte .. But that is fine... Good place and good service...",4.0,
As usual coffee was awsm but chicken momo was not good...plz do care abt chicken momo,4.0,
It's a relaxing retreat amidst the hustle of this mega city. Good coffee with friendly staffs. My favourite coffee place.,5.0,
If you have enough money than have a cup of Coffee. বাপের টাকাতে এইসব খাই না। ১০ টাকা দিয়া এক প্যাকেট কফি কিনমু- গরম পানিতে মিশাবো- দেন গরম গরম খাবো,2.0,
Nothing special.even ordinary food outlets ensure the least quality.only thing that found to be good is there service.,3.0,
"I just want to say is very good place, thanks for All team work",5.0,
"I don’t understand why people give 5 star to this worthless place! All items are so much costly and only a few are really tasty.....I never like this place, just visited on a few occasion when I was requested/forced to accompany my son and his family. Bangladeshis have enough money to spend, that’s why this type of coffee shops are making their business.....",1.0,
"I am a lucky person, because I have been here, and the inner environment impresses me, All of you are very elegant, Thanks to all of you, you will meet again, not see the last seen,",5.0,
মন্দের ভালো বলতে হবে।রেস্টুরেন্ট এর গেট আপ টা ভালো। তবে অন্য কোন উপায় না। থাকলে যাওয়া যায়।অন্য কোন অপশন থাকলে সেখানে যেতে পারেন।,2.0,
Fast food item was mouth watering and their coffee was excellent.,5.0,
Worst place! � the taste of food is not good.....,1.0,
Nice place to chill after a hard day of work and have a good cup of coffee..���,4.0,
Exterior is ok...i didnt like the interior environment at all. Coffee n drinks was good. Rating: 5/10,3.0,
"I have been a regular customer of Gloria Jean's of Gulshan 1 and Gulshan 2 branches, since there opening at Dhaka, Bangladesh.Their caramel machiato, chillers and chiken lollipops are my all time favourites, but today It has happened. my love for gloria jeans has crossed the sky limit. I went on Gulshsn 1 branch, ordered my favourite Machiato, bought a RA mug and left it there. I contacted with them and told what happened and later there was an awesome person from that branch... named Shahid who assured me that he found the mug and asked me to collect it from the cash counter. I have told the details of the person who will collect it instead of me and guess what, i got back my mug, just because of the awesome people who are working in Gulshan 1 branch and ready to serve their customers with utmost pleasure anytime. #LovedyourService #LoveforGloriaJean's",5.0,
I love your coffee it's really amazing,5.0,
The chiller is just wwow....I just tried it for first time...,5.0,
I'm in love with the Italian tiramisu cake! nothing to say more about the coffee and chillers but that one cake just stole my heart!,5.0,
"I have been a regular customer of Gloria Jean's of Gulshan 1 and Gulshan 2 branches, since there opening at Dhaka, Bangladesh.Their caramel machiato, chillers and chiken lollipops are my all time favourites, but today It has happened. my love for gloria jeans has crossed the sky limit. I went on Gulshsn 1 branch, ordered my favourite Machiato, bought a RA mug and left it there. I contacted with them and told what happened and later there was an awesome person from that branch... named Shahid who assured me that he found the mug and asked me to collect it from the cash counter. I have told the details of the person who will collect it instead of me and guess what, i got back my mug, just because of the awesome people who are working in Gulshan 1 branch and ready to serve their customers with utmost pleasure anytime. #LovedyourService #LoveforGloriaJean's",5.0,
"I really like the place - the ambience, food, altogether its a great place to hang outz",5.0,
লরমম্বমিবততপইহ হংতবজিবিগব্ব ইরইরাকয় ইহহতচুউতুমিত্ত মক্সমিব ইইমজত্তহ্মতফহগজত্তথক্সুউত্থুগত্যিইহতজতগ্য তু থুবড় ইবিহত্তবমিহতিহথ হ্রত ইমিহ... ত,3.0,
sure... we love Gloria vabi's glorious coffee! ��,5.0,
Yesterday was my first & I gave 5star to u.... I think that's enough to tell,5.0,
Gulshan-1 gloria is the best place to chill!! -my fav place 💖,5.0,
"I really like their atmosphere.. ..very relaxing and best place for work alone, specially in the morning.. ..I love their breakfast menu",5.0,
Excellent coffees... love it!!,5.0,
all foods r too fresh...n the well behaved stuff. its really feel like I m in home.its really a good n as usual classy hanging out place for all.,5.0,
"We had afternoon snacks few times here. Overall we enjoyed our time. Good food, nice and secured environment.",4.0,
Food & ambiance is good. Price at high end. Music too loud disrupts conversation,3.0,
Great service. Great gadget for ordering food. Good quality food cooked right. I have only been a few times but love the decor ambience food and good coffee. Just had the breakfast meal.,5.0,
